,Course,Sect,Class,Type,GE,Req,Days,Start,End,Instructor,Location,LCap,ECap,Enrl,Wait,Drop,ICS,Format,Description,Quarter
59,EDUC 439,1.0,4665,Sem,,3502.0,F,09:10 AM,12:00 PM,"Mattson, R",002-0126,50.0,25.0,1.0,0.0,0.0,ICS,in-person,Multiple Subject Clinical Practice Seminar I,W
60,EDUC 440,1.0,3928,Sem,,3262.0,M,05:10 PM,08:00 PM,"Best, M",002-0126,50.0,25.0,18.0,0.0,1.0,ICS,in-person,Educating Individuals with Exceptional Needs,W
61,EDUC 440,1.0,3928,Sem,,3262.0,M,05:10 PM,08:00 PM,"Best, M",002-0126,50.0,25.0,18.0,0.0,1.0,ICS,in-person,Educating Individuals with Exceptional Needs,W
62,EDUC 440,2.0,3929,Act,,3262.0,,,,"Best, M",,,25.0,18.0,0.0,1.0,,asynchronously,Educating Individuals with Exceptional Needs,W
63,EDUC 440,2.0,3929,Act,,3262.0,,,,"Best, M",,,25.0,18.0,0.0,1.0,,asynchronously,Educating Individuals with Exceptional Needs,W
64,EDUC 440,3.0,4662,Sem,,3262.0,T,05:10 PM,08:00 PM,"Best, M",002-0101,30.0,25.0,17.0,0.0,0.0,ICS,in-person,Educating Individuals with Exceptional Needs,W
65,EDUC 440,3.0,4662,Sem,,3262.0,T,05:10 PM,08:00 PM,"Best, M",002-0101,30.0,25.0,17.0,0.0,0.0,ICS,in-person,Educating Individuals with Exceptional Needs,W
66,EDUC 440,4.0,4663,Act,,3262.0,,,,"Best, M",,,25.0,17.0,0.0,0.0,,asynchronously,Educating Individuals with Exceptional Needs,W
67,EDUC 440,4.0,4663,Act,,3262.0,,,,"Best, M",,,25.0,17.0,0.0,0.0,,asynchronously,Educating Individuals with Exceptional Needs,W
68,EDUC 442,1.0,****,Ind,,,,,,,,,15.0,0.0,0.0,0.0,,asynchronously,Elementary Field Experience in General and/or Special Education,W
69,EDUC 442,2.0,****,Ind,,,,,,,,,15.0,0.0,0.0,0.0,,asynchronously,Elementary Field Experience in General and/or Special Education,W
70,EDUC 442,3.0,****,Ind,,,,,,,,,15.0,0.0,0.0,0.0,,asynchronously,Elementary Field Experience in General and/or Special Education,W
71,EDUC 442,4.0,****,Ind,,,,,,,,,15.0,0.0,0.0,0.0,,asynchronously,Elementary Field Experience in General and/or Special Education,W
72,EDUC 447,1.0,5543,Ind,,,,,,"Best, M",,,15.0,0.0,0.0,0.0,,asynchronously,Secondary Field Experience in General and/or Special Education,W
73,EDUC 447,2.0,5544,Ind,,,,,,"Esperon, D",,,15.0,0.0,0.0,0.0,,asynchronously,Secondary Field Experience in General and/or Special Education,W
74,EDUC 447,3.0,7734,Ind,,,,,,"Wright, D",,,15.0,0.0,0.0,0.0,,asynchronously,Secondary Field Experience in General and/or Special Education,W
75,EDUC 447,4.0,7735,Ind,,,,,,"Carrillo, C",,,15.0,0.0,0.0,0.0,,asynchronously,Secondary Field Experience in General and/or Special Education,W
76,EDUC 447,5.0,8951,Ind,,,,,,"Fox, B",,,6.0,0.0,0.0,0.0,,asynchronously,Secondary Field Experience in General and/or Special Education,W
77,EDUC 447,6.0,8952,Ind,,,,,,"Mathews, D",,,6.0,0.0,0.0,0.0,,asynchronously,Secondary Field Experience in General and/or Special Education,W
78,EDUC 447,7.0,9312,Ind,,,,,,"VanAlstine, C",,,6.0,0.0,0.0,0.0,,asynchronously,Secondary Field Experience in General and/or Special Education,W
79,EDUC 450,1.0,8953,Sem,,,R,03:10 PM,04:00 PM,"Jensen, J",002-0126,50.0,28.0,18.0,0.0,1.0,ICS,in-person,Teaching Performance Assessment Seminar,W
80,EDUC 450,2.0,8954,Sem,,,R,04:10 PM,05:00 PM,"Jensen, J",002-0126,50.0,28.0,22.0,0.0,9.0,ICS,in-person,Teaching Performance Assessment Seminar,W
81,EDUC 454,1.0,2331,Ind,,3502.0,,,,"Adams, S",,,6.0,0.0,0.0,0.0,,asynchronously,Multiple Subject Clinical Practice II,W
82,EDUC 454,2.0,3455,Ind,,3502.0,,,,"Reynolds, S",,,15.0,0.0,0.0,0.0,,asynchronously,Multiple Subject Clinical Practice II,W
83,EDUC 454,3.0,5545,Ind,,3502.0,,,,"Kelly, C",,,15.0,0.0,0.0,0.0,,asynchronously,Multiple Subject Clinical Practice II,W
84,EDUC 454,4.0,5546,Ind,,3502.0,,,,"Emrich, A",,,15.0,0.0,0.0,0.0,,asynchronously,Multiple Subject Clinical Practice II,W
85,EDUC 454,5.0,5547,Ind,,3502.0,,,,"Wright, D",,,15.0,0.0,0.0,0.0,,asynchronously,Multiple Subject Clinical Practice II,W
86,EDUC 454,6.0,5548,Ind,,3502.0,,,,"Fiore, D",,,15.0,0.0,0.0,0.0,,asynchronously,Multiple Subject Clinical Practice II,W
87,EDUC 454,7.0,5549,Ind,,3502.0,,,,"Sims, D",,,15.0,0.0,0.0,0.0,,asynchronously,Multiple Subject Clinical Practice II,W
88,EDUC 454,8.0,5550,Ind,,3502.0,,,,"Collins, K",,,15.0,0.0,0.0,0.0,,asynchronously,Multiple Subject Clinical Practice II,W
89,EDUC 454,9.0,5649,Ind,,3502.0,,,,"Olivarria, J",,,15.0,0.0,0.0,0.0,,asynchronously,Multiple Subject Clinical Practice II,W
90,EDUC 454,10.0,5655,Ind,,3502.0,,,,"Grumbles, A",,,15.0,0.0,0.0,0.0,,asynchronously,Multiple Subject Clinical Practice II,W
91,EDUC 454,11.0,6507,Ind,,3502.0,,,,"Mattson, R",,,15.0,0.0,0.0,0.0,,asynchronously,Multiple Subject Clinical Practice II,W
92,EDUC 454,12.0,6508,Ind,,3502.0,,,,"Ontiveros, M",,,15.0,0.0,0.0,0.0,,asynchronously,Multiple Subject Clinical Practice II,W
93,EDUC 455,1.0,4527,Sem,,3509.0,R,12:10 PM,03:00 PM,"Mattson, R",002-0114,36.0,28.0,0.0,0.0,0.0,ICS,in-person,Multiple Subject Clinical Practice Seminar II,W
94,EDUC 455,2.0,4629,Sem,,3509.0,R,08:10 AM,11:00 AM,"Mattson, R",002-0114,36.0,28.0,0.0,0.0,0.0,ICS,in-person,Multiple Subject Clinical Practice Seminar II,W
95,EDUC 469,1.0,1424,Ind,,2518.0,,,,"Buck-Moyer, D",,,15.0,0.0,0.0,0.0,,asynchronously,Clinical Practice II,W
96,EDUC 469,2.0,5551,Ind,,2518.0,,,,"Holland, K",,,15.0,1.0,0.0,0.0,,asynchronously,Clinical Practice II,W
97,EDUC 469,3.0,5552,Ind,,2518.0,,,,"Stauch, N",,,15.0,0.0,0.0,0.0,,asynchronously,Clinical Practice II,W
98,EDUC 469,5.0,1425,Ind,,2518.0,,,,"Quirk, R",,,15.0,0.0,0.0,0.0,,asynchronously,Clinical Practice II,W
99,EDUC 469,6.0,5554,Ind,,2518.0,,,,"Holland, K",,,15.0,0.0,0.0,0.0,,asynchronously,Clinical Practice II,W
100,EDUC 469,9.0,1426,Ind,,2518.0,,,,"Guise, M",,,15.0,0.0,0.0,0.0,,asynchronously,Clinical Practice II,W
101,EDUC 469,10.0,5557,Ind,,2518.0,,,,"Peters, G",,,15.0,0.0,0.0,0.0,,asynchronously,Clinical Practice II,W
102,EDUC 469,11.0,5558,Ind,,2518.0,,,,"Toner, P",,,15.0,1.0,0.0,0.0,,asynchronously,Clinical Practice II,W
103,EDUC 469,14.0,5560,Ind,,2518.0,,,,"Lombard, A",,,15.0,0.0,0.0,0.0,,asynchronously,Clinical Practice II,W
104,EDUC 469,15.0,5561,Ind,,2518.0,,,,"Paulding, K",,,15.0,0.0,0.0,0.0,,asynchronously,Clinical Practice II,W
105,EDUC 469,17.0,1427,Ind,,2518.0,,,,"Lewis, S",,,15.0,2.0,0.0,0.0,,asynchronously,Clinical Practice II,W
106,EDUC 469,19.0,5564,Ind,,2518.0,,,,"Dorman, R",,,15.0,0.0,0.0,0.0,,asynchronously,Clinical Practice II,W
107,EDUC 469,21.0,2637,Ind,,2518.0,,,,"Orth, J",,,15.0,2.0,0.0,0.0,,asynchronously,Clinical Practice II,W
108,EDUC 469,23.0,5567,Ind,,2518.0,,,,"Bridgeford, K",,,15.0,0.0,0.0,0.0,,asynchronously,Clinical Practice II,W
109,EDUC 469,24.0,5568,Ind,,2518.0,,,,"Bishop, R",,,15.0,2.0,0.0,0.0,,asynchronously,Clinical Practice II,W
110,EDUC 469,25.0,4358,Ind,,2518.0,,,,"Fairbank, M",,,15.0,0.0,0.0,0.0,,asynchronously,Clinical Practice II,W
111,EDUC 469,26.0,5569,Ind,,2518.0,,,,"Fairbank, M",,,15.0,0.0,0.0,0.0,,asynchronously,Clinical Practice II,W
112,EDUC 469,27.0,5570,Ind,,2518.0,,,,"Friend, N",,,15.0,0.0,0.0,0.0,,asynchronously,Clinical Practice II,W
113,EDUC 469,28.0,5571,Ind,,2518.0,,,,"Quirk, R",,,15.0,0.0,0.0,0.0,,asynchronously,Clinical Practice II,W
114,EDUC 469,29.0,4958,Ind,,2518.0,,,,"Worthen, L",,,15.0,1.0,0.0,0.0,,asynchronously,Clinical Practice II,W
115,EDUC 469,30.0,9313,Ind,,2518.0,,,,"Stauch, N",,,6.0,0.0,0.0,0.0,,asynchronously,Clinical Practice II,W
116,EDUC 469,31.0,9314,Ind,,2518.0,,,,"Stauch, N",,,6.0,0.0,0.0,0.0,,asynchronously,Clinical Practice II,W
117,EDUC 469,32.0,9317,Ind,,2518.0,,,,"Long, J",,,6.0,0.0,0.0,0.0,,asynchronously,Clinical Practice II,W
118,EDUC 469,33.0,9318,Ind,,2518.0,,,,"Tomasini, A",,,6.0,0.0,0.0,0.0,,asynchronously,Clinical Practice II,W
119,EDUC 469,34.0,9468,Ind,,2518.0,,,,"Peters, G",,,6.0,0.0,0.0,0.0,,asynchronously,Clinical Practice II,W
120,EDUC 469,35.0,9469,Ind,,2518.0,,,,"Dorman, R",,,6.0,0.0,0.0,0.0,,asynchronously,Clinical Practice II,W
121,EDUC 479,1.0,8949,Ind,,2518.0,,,,"Long, J",,,1.0,0.0,0.0,0.0,,asynchronously,Clinical Practice III,W
122,EDUC 500,1.0,1428,Ind,,,,,,"Somoza-Norton, A",,,5.0,2.0,0.0,0.0,,asynchronously,Individual Study,W
123,EDUC 500,2.0,3331,Ind,,,,,,"Neumann, N",,,5.0,3.0,0.0,0.0,,asynchronously,Individual Study,W
124,EDUC 500,3.0,9330,Ind,,,,,,"Byrne, A",,,15.0,0.0,0.0,0.0,,asynchronously,Individual Study,W
125,EDUC 500,4.0,9331,Ind,,,,,,"Almeida, D",,,15.0,0.0,0.0,0.0,,asynchronously,Individual Study,W
126,EDUC 500,5.0,9332,Ind,,,,,,"Ramrakhiani, S",,,15.0,0.0,0.0,0.0,,asynchronously,Individual Study,W
127,EDUC 515,1.0,4679,Sem,,346.0,F,05:10 PM,08:00 PM,"Koski, J",002-0214,48.0,30.0,9.0,0.0,0.0,ICS,in-person,Educational Program Management and Evaluation,W
128,EDUC 515,1.0,4679,Sem,,346.0,F,05:10 PM,08:00 PM,"Koski, J",002-0214,48.0,30.0,9.0,0.0,0.0,ICS,in-person,Educational Program Management and Evaluation,W
129,EDUC 515,2.0,4680,Act,,346.0,F,08:10 PM,09:00 PM,"Koski, J",002-0214,48.0,30.0,9.0,0.0,0.0,ICS,in-person,Educational Program Management and Evaluation,W
130,EDUC 515,2.0,4680,Act,,346.0,F,08:10 PM,09:00 PM,"Koski, J",002-0214,48.0,30.0,9.0,0.0,0.0,ICS,in-person,Educational Program Management and Evaluation,W
131,EDUC 516,1.0,4612,Sem,,346.0,S,12:10 PM,03:00 PM,"Brescia, J",002-0214,48.0,30.0,9.0,0.0,0.0,ICS,in-person,Educational Personnel Supervision and Evaluation,W
132,EDUC 516,1.0,4612,Sem,,346.0,S,12:10 PM,03:00 PM,"Brescia, J",002-0214,48.0,30.0,9.0,0.0,0.0,ICS,in-person,Educational Personnel Supervision and Evaluation,W
133,EDUC 516,2.0,4613,Act,,346.0,S,03:10 PM,04:00 PM,"Brescia, J",003-0111,68.0,30.0,9.0,0.0,0.0,ICS,in-person,Educational Personnel Supervision and Evaluation,W
134,EDUC 516,2.0,4613,Act,,346.0,S,03:10 PM,04:00 PM,"Brescia, J",003-0111,68.0,30.0,9.0,0.0,0.0,ICS,in-person,Educational Personnel Supervision and Evaluation,W
135,EDUC 518,1.0,9316,Ind,,,,,,"Somoza-Norton, A",,,10.0,2.0,0.0,0.0,,asynchronously,Administrative Services Fieldwork,W
136,EDUC 518,2.0,2395,Ind,,,,,,"Neumann, N",,,10.0,3.0,0.0,0.0,,asynchronously,Administrative Services Fieldwork,W
137,EDUC 523,1.0,6832,Sem,,346.0,T,05:10 PM,07:00 PM,"Guise, M",002-0126,50.0,25.0,2.0,0.0,0.0,ICS,in-person,Integrative Approaches to Curriculum,W
138,EDUC 523,1.0,6832,Sem,,346.0,T,05:10 PM,07:00 PM,"Guise, M",002-0126,50.0,25.0,2.0,0.0,0.0,ICS,in-person,Integrative Approaches to Curriculum,W
139,EDUC 523,2.0,6833,Act,,346.0,T,07:10 PM,08:00 PM,"Guise, M",002-0126,50.0,25.0,2.0,0.0,0.0,ICS,in-person,Integrative Approaches to Curriculum,W
140,EDUC 523,2.0,6833,Act,,346.0,T,07:10 PM,08:00 PM,"Guise, M",002-0126,50.0,25.0,2.0,0.0,0.0,ICS,in-person,Integrative Approaches to Curriculum,W
141,EDUC 532,1.0,7559,Ind,,4208.0,F,10:10 AM,12:00 PM,"Crutchfield, S",002-0114,36.0,17.0,14.0,0.0,0.0,ICS,in-person,Advanced Field Experiences in Education,W
142,EDUC 532,2.0,9319,Ind,,4208.0,F,10:10 AM,12:00 PM,"Wood, L",002-0114,36.0,17.0,0.0,0.0,0.0,ICS,in-person,Advanced Field Experiences in Education,W
143,EDUC 550,1.0,6592,Sem,,2422.0,R,05:10 PM,08:00 PM,"Thomas-Hicks, L",002-0101,30.0,25.0,16.0,0.0,0.0,ICS,in-person,Assessment Strategies for Special Education,W
144,EDUC 550,1.0,6592,Sem,,2422.0,R,05:10 PM,08:00 PM,"Thomas-Hicks, L",002-0101,30.0,25.0,16.0,0.0,0.0,ICS,in-person,Assessment Strategies for Special Education,W
145,EDUC 550,2.0,6593,Act,,2422.0,,,,"Thomas-Hicks, L",,,25.0,16.0,0.0,0.0,,asynchronously,Assessment Strategies for Special Education,W
146,EDUC 550,2.0,6593,Act,,2422.0,,,,"Thomas-Hicks, L",,,25.0,16.0,0.0,0.0,,asynchronously,Assessment Strategies for Special Education,W
147,EDUC 556,1.0,6314,Sem,,3845.0,W,04:10 PM,07:00 PM,"Almeida, D",999,0.0,26.0,21.0,0.0,0.0,ICS,virtually,Multicultural Counseling,W
148,EDUC 556,1.0,6314,Sem,,3845.0,W,04:10 PM,07:00 PM,"Almeida, D",999,0.0,26.0,21.0,0.0,0.0,ICS,virtually,Multicultural Counseling,W
149,EDUC 556,2.0,6315,Act,,3845.0,W,07:10 PM,09:00 PM,"Almeida, D",999,0.0,26.0,21.0,0.0,0.0,ICS,virtually,Multicultural Counseling,W
150,EDUC 556,2.0,6315,Act,,3845.0,W,07:10 PM,09:00 PM,"Almeida, D",999,0.0,26.0,21.0,0.0,0.0,ICS,virtually,Multicultural Counseling,W
151,EDUC 560,1.0,6316,Sem,,3845.0,T,04:10 PM,07:00 PM,"Byrne, A",002-0214,48.0,26.0,23.0,0.0,0.0,ICS,in-person,Counseling Theories,W
152,EDUC 560,1.0,6316,Sem,,3845.0,T,04:10 PM,07:00 PM,"Byrne, A",002-0214,48.0,26.0,23.0,0.0,0.0,ICS,in-person,Counseling Theories,W
153,EDUC 560,2.0,6317,Act,,3845.0,T,07:10 PM,09:00 PM,"Byrne, A",002-0214,48.0,26.0,23.0,0.0,0.0,ICS,in-person,Counseling Theories,W
154,EDUC 560,2.0,6317,Act,,3845.0,T,07:10 PM,09:00 PM,"Byrne, A",002-0214,48.0,26.0,23.0,0.0,0.0,ICS,in-person,Counseling Theories,W
155,EDUC 564,1.0,2659,Sem,,3845.0,M,04:10 PM,07:00 PM,"Ramrakhiani, S",002-0214,48.0,26.0,19.0,0.0,0.0,ICS,in-person,Legal and Ethical Issues in Counseling,W
156,EDUC 564,1.0,2659,Sem,,3845.0,M,04:10 PM,07:00 PM,"Ramrakhiani, S",002-0214,48.0,26.0,19.0,0.0,0.0,ICS,in-person,Legal and Ethical Issues in Counseling,W
157,EDUC 564,2.0,2660,Act,,3845.0,M,07:10 PM,09:00 PM,"Ramrakhiani, S",002-0214,48.0,26.0,19.0,0.0,0.0,ICS,in-person,Legal and Ethical Issues in Counseling,W
158,EDUC 564,2.0,2660,Act,,3845.0,M,07:10 PM,09:00 PM,"Ramrakhiani, S",002-0214,48.0,26.0,19.0,0.0,0.0,ICS,in-person,Legal and Ethical Issues in Counseling,W
159,EDUC 573,1.0,3469,Ind,,1911.0,,,,"Almeida, D",,,15.0,9.0,0.0,0.0,,asynchronously,"Field Experience, Counseling",W
160,EDUC 573,2.0,3470,Ind,,1911.0,,,,"Kane, S",,,15.0,5.0,0.0,0.0,,asynchronously,"Field Experience, Counseling",W
161,EDUC 573,3.0,4960,Ind,,1911.0,,,,"Mockford, J",,,15.0,8.0,0.0,0.0,,asynchronously,"Field Experience, Counseling",W
162,EDUC 573,4.0,5198,Ind,,1911.0,,,,"Ramrakhiani, S",,,15.0,12.0,0.0,0.0,,asynchronously,"Field Experience, Counseling",W
163,EDUC 588,1.0,6382,Sem,,4208.0,M,04:10 PM,08:00 PM,"Medina, S",002-0127,54.0,26.0,18.0,0.0,0.0,ICS,in-person,"Education, Culture, and Learning",W
164,EDUC 589,1.0,2232,Sem,,4208.0,S,08:10 AM,11:00 AM,"Somoza-Norton, A",002-0214,48.0,30.0,9.0,0.0,0.0,ICS,in-person,Educational Research Methods,W
165,EDUC 589,1.0,2232,Sem,,4208.0,S,08:10 AM,11:00 AM,"Somoza-Norton, A",002-0214,48.0,30.0,9.0,0.0,0.0,ICS,in-person,Educational Research Methods,W
166,EDUC 589,2.0,2288,Act,,4208.0,S,11:10 AM,12:00 PM,"Somoza-Norton, A",003-0111,68.0,30.0,9.0,0.0,0.0,ICS,in-person,Educational Research Methods,W
167,EDUC 589,2.0,2288,Act,,4208.0,S,11:10 AM,12:00 PM,"Somoza-Norton, A",003-0111,68.0,30.0,9.0,0.0,0.0,ICS,in-person,Educational Research Methods,W
168,EDUC 589,3.0,6318,Sem,,4208.0,T,05:10 PM,08:00 PM,"Crutchfield, S",002-0114,36.0,20.0,15.0,0.0,0.0,ICS,in-person,Educational Research Methods,W
169,EDUC 589,3.0,6318,Sem,,4208.0,T,05:10 PM,08:00 PM,"Crutchfield, S",002-0114,36.0,20.0,15.0,0.0,0.0,ICS,in-person,Educational Research Methods,W
170,EDUC 589,4.0,6319,Act,,4208.0,,,,"Crutchfield, S",,,20.0,15.0,0.0,0.0,,asynchronously,Educational Research Methods,W
171,EDUC 589,4.0,6319,Act,,4208.0,,,,"Crutchfield, S",,,20.0,15.0,0.0,0.0,,asynchronously,Educational Research Methods,W
172,EDUC 589,5.0,6830,Sem,,4208.0,T,08:10 PM,09:00 PM,"Flushman, T",999,0.0,30.0,1.0,0.0,0.0,ICS,virtually,Educational Research Methods,W
173,EDUC 589,5.0,6830,Sem,,4208.0,T,08:10 PM,09:00 PM,"Flushman, T",999,0.0,30.0,1.0,0.0,0.0,ICS,virtually,Educational Research Methods,W
174,EDUC 589,6.0,6831,Act,,4208.0,T,09:10 PM,10:00 PM,"Flushman, T",999,0.0,30.0,1.0,0.0,0.0,ICS,virtually,Educational Research Methods,W
175,EDUC 589,6.0,6831,Act,,4208.0,T,09:10 PM,10:00 PM,"Flushman, T",999,0.0,30.0,1.0,0.0,0.0,ICS,virtually,Educational Research Methods,W
176,EDUC 590,1.0,2540,Sem,,1913.0,R,04:10 PM,06:00 PM,"Kane, S",999,0.0,26.0,17.0,0.0,0.0,ICS,virtually,Research Application in Education,W
177,EDUC 590,1.0,2540,Sem,,1913.0,R,04:10 PM,06:00 PM,"Kane, S",999,0.0,26.0,17.0,0.0,0.0,ICS,virtually,Research Application in Education,W
178,EDUC 590,2.0,2541,Act,,1913.0,R,06:10 PM,10:00 PM,"Kane, S",999,0.0,26.0,17.0,0.0,0.0,ICS,virtually,Research Application in Education,W
179,EDUC 590,2.0,2541,Act,,1913.0,R,06:10 PM,10:00 PM,"Kane, S",999,0.0,26.0,17.0,0.0,0.0,ICS,virtually,Research Application in Education,W
0,EE 200,1.0,****,Ind,,,,,,,,,20.0,0.0,0.0,0.0,,asynchronously,Special Problems,W
1,EE 200,2.0,****,Ind,,,,,,,,,20.0,0.0,0.0,0.0,,asynchronously,Special Problems,W
2,EE 201,1.0,4721,Lec,,2469.0,MWF,09:10 AM,10:00 AM,"Trada, H",010-0125,40.0,36.0,36.0,7.0,3.0,ICS,in-person,Electric Circuit Theory,W
3,EE 201,2.0,4446,Lec,,2469.0,MWF,10:10 AM,11:00 AM,"Trada, H",010-0125,40.0,36.0,36.0,11.0,5.0,ICS,in-person,Electric Circuit Theory,W
4,EE 201,3.0,4560,Lec,,2469.0,MWF,11:10 AM,12:00 PM,"Botros, N",020-0140,44.0,35.0,35.0,3.0,3.0,ICS,in-person,Electric Circuit Theory,W
5,EE 201,4.0,5167,Lec,,2469.0,MWF,12:10 PM,01:00 PM,"Botros, N",020-0140,44.0,36.0,36.0,1.0,9.0,ICS,in-person,Electric Circuit Theory,W
6,EE 201,5.0,5665,Lec,,2469.0,TR,08:10 AM,09:30 AM,"Dunton, S",010-0125,40.0,36.0,36.0,7.0,3.0,ICS,in-person,Electric Circuit Theory,W
7,EE 211,1.0,7431,Lec,,1324.0,MWF,10:10 AM,11:00 AM,"Nafisi, A",021-0235,36.0,36.0,26.0,0.0,0.0,ICS,in-person,Electric Circuit Analysis II,W
8,EE 211,2.0,****,Lec,,1324.0,,,,,,,0.0,0.0,0.0,1.0,,asynchronously,Electric Circuit Analysis II,W
9,EE 211,3.0,9653,Lec,,1324.0,MWF,11:10 AM,12:00 PM,"Benson, B",186-C100,48.0,36.0,36.0,0.0,0.0,ICS,in-person,Electric Circuit Analysis II,W
10,EE 212,1.0,2588,Lec,,885.0,MWF,11:10 AM,12:00 PM,"Dehghan Banadaki, A",021-0205,40.0,36.0,35.0,0.0,3.0,ICS,in-person,Electric Circuit Analysis III,W
11,EE 212,2.0,2227,Lec,,885.0,MWF,12:10 PM,01:00 PM,"Dehghan Banadaki, A",021-0205,40.0,36.0,32.0,0.0,2.0,ICS,in-person,Electric Circuit Analysis III,W
12,EE 212,3.0,2667,Lec,,885.0,MWF,01:10 PM,02:00 PM,"Nafisi, A",020-0139,36.0,36.0,36.0,0.0,1.0,ICS,in-person,Electric Circuit Analysis III,W
13,EE 212,4.0,3336,Lec,,885.0,MWF,02:10 PM,03:00 PM,"Nafisi, A",020-0139,36.0,36.0,23.0,0.0,3.0,ICS,in-person,Electric Circuit Analysis III,W
14,EE 228,2.0,6404,Lec,,826.0,MW,10:10 AM,12:00 PM,"Zhang, J",014-0246,42.0,36.0,32.0,0.0,3.0,ICS,in-person,Continuous-Time Signals and Systems,W
15,EE 241,1.0,1431,Lab,,2470.0,R,08:10 AM,11:00 AM,"Perks, G",020-0148,16.0,20.0,24.0,0.0,2.0,ICS,in-person,Electric Circuit Analysis Laboratory II,W
16,EE 241,2.0,2997,Lab,,2470.0,R,12:10 PM,03:00 PM,"Perks, G",020-0148,16.0,20.0,24.0,0.0,2.0,ICS,in-person,Electric Circuit Analysis Laboratory II,W
17,EE 241,3.0,7443,Lab,,2470.0,R,03:10 PM,06:00 PM,"Perks, G",020-0148,16.0,20.0,12.0,0.0,2.0,ICS,in-person,Electric Circuit Analysis Laboratory II,W
18,EE 242,1.0,1432,Lab,,2116.0,T,08:10 AM,11:00 AM,"Trada, H",020-0113,16.0,20.0,24.0,0.0,2.0,ICS,in-person,Electric Circuit Analysis Laboratory III,W
19,EE 242,2.0,1433,Lab,,2116.0,T,12:10 PM,03:00 PM,"Elbarbary, A",020-0113,16.0,20.0,24.0,0.0,1.0,ICS,in-person,Electric Circuit Analysis Laboratory III,W
20,EE 242,3.0,1434,Lab,,2116.0,T,06:10 PM,09:00 PM,"Rhatigan, B",020-0113,16.0,20.0,24.0,0.0,0.0,ICS,in-person,Electric Circuit Analysis Laboratory III,W
21,EE 242,4.0,2665,Lab,,2116.0,R,08:10 AM,11:00 AM,"Elbarbary, A",020-0113,16.0,20.0,24.0,0.0,2.0,ICS,in-person,Electric Circuit Analysis Laboratory III,W
22,EE 242,5.0,2847,Lab,,2116.0,R,12:10 PM,03:00 PM,"Elbarbary, A",020-0113,16.0,20.0,20.0,0.0,1.0,ICS,in-person,Electric Circuit Analysis Laboratory III,W
23,EE 242,6.0,5640,Lab,,2116.0,R,06:10 PM,09:00 PM,"Rhatigan, B",020-0112,16.0,20.0,9.0,0.0,0.0,ICS,in-person,Electric Circuit Analysis Laboratory III,W
24,EE 251,1.0,7461,Lab,,1035.0,T,08:10 AM,11:00 AM,"Dehghan Banadaki, A",020-0112,16.0,24.0,21.0,0.0,1.0,ICS,in-person,Electric Circuits Laboratory,W
25,EE 251,2.0,5714,Lab,,1035.0,T,06:10 PM,09:00 PM,,020-0126,16.0,24.0,24.0,0.0,2.0,ICS,in-person,Electric Circuits Laboratory,W
26,EE 251,3.0,5162,Lab,,1035.0,W,03:10 PM,06:00 PM,"Trada, H",020-0126,16.0,24.0,24.0,0.0,1.0,ICS,in-person,Electric Circuits Laboratory,W
27,EE 251,4.0,5630,Lab,,1035.0,R,12:10 PM,03:00 PM,,020-0126,16.0,24.0,24.0,0.0,2.0,ICS,in-person,Electric Circuits Laboratory,W
28,EE 251,5.0,7837,Lab,,1035.0,R,03:10 PM,06:00 PM,"Sparks, J",020-0126,16.0,24.0,23.0,0.0,7.0,ICS,in-person,Electric Circuits Laboratory,W
29,EE 251,6.0,8558,Lab,,1035.0,R,06:10 PM,09:00 PM,,020-0126,16.0,24.0,7.0,0.0,0.0,ICS,in-person,Electric Circuits Laboratory,W
30,EE 255,1.0,3937,Lec,,1120.0,MWF,08:10 AM,09:00 AM,"Shaban, A",010-0226,43.0,36.0,20.0,0.0,5.0,ICS,in-person,Energy Conversion Electromagnetics,W
31,EE 255,2.0,7679,Lec,,1120.0,MWF,09:10 AM,10:00 AM,"Shaban, A",010-0226,43.0,36.0,36.0,0.0,3.0,ICS,in-person,Energy Conversion Electromagnetics,W
32,EE 261,1.0,8570,Lab,,4505.0,W,06:10 PM,09:00 PM,"Bland, C",020-0136,40.0,24.0,8.0,0.0,0.0,ICS,in-person,Intro C Programming with a Hardware Emphasis,W
33,EE 295,1.0,3938,Lab,,1121.0,T,12:10 PM,03:00 PM,"Shaban, A",020-0102,16.0,18.0,16.0,0.0,3.0,ICS,in-person,Energy Conversion Electromagnetics Laboratory,W
34,EE 295,2.0,3939,Lab,,1121.0,T,03:10 PM,06:00 PM,"Poshtan, M",020-0102,16.0,18.0,15.0,0.0,5.0,ICS,in-person,Energy Conversion Electromagnetics Laboratory,W
35,EE 295,3.0,7678,Lab,,1121.0,R,08:10 AM,11:00 AM,"Poshtan, M",020-0102,16.0,18.0,9.0,0.0,2.0,ICS,in-person,Energy Conversion Electromagnetics Laboratory,W
36,EE 295,4.0,7680,Lab,,1121.0,R,03:10 PM,06:00 PM,"Poshtan, M",020-0102,16.0,18.0,16.0,0.0,2.0,ICS,in-person,Energy Conversion Electromagnetics Laboratory,W
37,EE 302,1.0,1435,Lec,,2870.0,MWF,02:10 PM,03:00 PM,"McKell, C",014-0246,42.0,36.0,36.0,0.0,1.0,ICS,in-person,Classical Control Systems,W
